ID,Gender,Age,Debt,Married,BankCustomer,Industry,Ethnicity,YearsEmployed,PriorDefault,Employed,CreditScore,DriversLicense,Citizen,ZipCode,Income,Approved
567,1,23.08,11.5,1,1,Industrials,Black,2.125,1,1,11,1,ByBirth,290,284,1
568,0,25.17,2.875,1,1,Utilities,Black,0.875,1,0,0,0,ByBirth,360,0,1
569,1,43.08,0.375,0,0,Energy,White,0.375,1,1,8,1,ByBirth,300,162,1
570,0,35.75,0.915,1,1,ConsumerStaples,White,0.75,1,1,4,0,ByBirth,0,1583,1
571,1,59.5,2.75,1,1,Industrials,White,1.75,1,1,5,1,ByBirth,60,58,1
572,1,21.0,3.0,0,0,Real Estate,White,1.085,1,1,8,1,ByBirth,160,1,1
573,1,21.92,0.54,0,0,Utilities,White,0.04,1,1,1,1,ByBirth,840,59,1
574,0,65.17,14.0,1,1,Healthcare,Latino,0.0,1,1,11,1,ByBirth,0,1400,1
575,0,20.33,10.0,1,1,Energy,Black,1.0,1,1,4,0,ByBirth,50,1465,1
576,1,32.25,0.165,0,0,Energy,Black,3.25,1,1,1,1,ByBirth,432,8000,1
577,1,30.17,0.5,1,1,Energy,White,1.75,1,1,11,0,ByBirth,32,540,1
578,1,25.17,6.0,1,1,Energy,White,1.0,1,1,3,0,ByBirth,0,0,1
579,1,39.17,1.625,1,1,Energy,White,1.5,1,1,10,0,ByBirth,186,4700,1
580,1,39.08,6.0,1,1,CommunicationServices,White,1.29,1,1,5,1,ByBirth,108,1097,1
581,1,31.67,0.83,1,1,Utilities,White,1.335,1,1,8,1,ByBirth,303,3290,1
582,1,41.0,0.04,1,1,Education,White,0.04,0,1,1,0,ByOtherMeans,560,0,1
583,1,48.5,4.25,1,1,CommunicationServices,White,0.125,1,0,0,1,ByBirth,225,0,1
584,1,32.67,9.0,0,0,Industrials,Black,5.25,1,0,0,1,ByBirth,154,0,1
585,0,28.08,15.0,0,0,Education,Other,0.0,1,0,0,0,ByBirth,0,13212,1
586,1,73.42,17.75,1,1,Healthcare,Latino,0.0,1,0,0,1,ByBirth,0,0,1
587,1,64.08,20.0,1,1,Utilities,Black,17.5,1,1,9,1,ByBirth,0,1000,1
588,1,51.58,15.0,1,1,Energy,White,8.5,1,1,9,0,ByBirth,0,0,1
589,1,26.67,1.75,0,0,Energy,White,1.0,1,1,5,1,ByBirth,160,5777,1
590,1,25.33,0.58,1,1,Energy,White,0.29,1,1,7,1,ByBirth,96,5124,1
591,1,30.17,6.5,1,1,InformationTechnology,White,3.125,1,1,8,0,ByBirth,330,1200,1
592,1,27.0,0.75,1,1,Energy,Black,4.25,1,1,3,1,ByBirth,312,150,1
593,1,23.17,0.0,1,1,Energy,White,0.0,0,0,0,0,Temporary,0,0,1
594,1,34.17,5.25,1,1,Industrials,White,0.085,0,0,0,1,ByBirth,290,6,1
595,1,38.67,0.21,1,1,Financials,White,0.085,1,0,0,1,ByBirth,280,0,1
596,1,25.75,0.75,1,1,Energy,Asian,0.25,1,0,0,0,ByBirth,349,23,1
597,0,46.08,3.0,1,1,Energy,White,2.375,1,1,8,1,ByBirth,396,4159,1
598,0,21.5,6.0,1,1,ConsumerStaples,White,2.5,1,1,3,0,ByBirth,80,918,1
599,1,20.08,0.125,1,1,Materials,White,1.0,0,1,1,0,ByBirth,240,768,1
600,1,20.5,2.415,1,1,Energy,White,2.0,1,1,11,1,ByBirth,200,3000,1
601,0,29.5,0.46,1,1,Financials,White,0.54,1,1,4,0,ByBirth,380,500,1
602,1,42.25,1.75,0,0,Energy,White,0.0,0,0,0,1,ByBirth,150,1,0
603,1,29.83,1.25,0,0,Financials,White,0.25,0,0,0,0,ByBirth,224,0,0
604,1,20.08,0.25,1,1,Materials,White,0.125,0,0,0,0,ByBirth,200,0,0
605,1,23.42,0.585,1,1,Energy,Black,0.085,1,0,0,0,ByBirth,180,0,0
606,0,29.58,1.75,0,0,Financials,White,1.25,0,0,0,1,ByBirth,280,0,0
607,1,16.17,0.04,1,1,Energy,White,0.04,0,0,0,0,ByBirth,0,0,1
608,1,32.33,3.5,1,1,Financials,White,0.5,0,0,0,1,ByBirth,232,0,0
609,1,28.46,0.04,0,0,Real Estate,White,4.25,0,0,0,1,ByBirth,460,0,0
610,1,47.83,4.165,1,1,Utilities,Asian,0.085,0,0,0,1,ByBirth,520,0,0
611,1,20.0,1.25,0,0,Financials,White,0.125,0,0,0,0,ByBirth,140,4,0
612,1,27.58,3.25,0,0,Materials,Black,5.085,0,1,2,1,ByBirth,369,1,0
613,1,22.0,0.79,1,1,Industrials,White,0.29,0,1,1,0,ByBirth,420,283,0
614,1,19.33,10.915,1,1,Energy,Asian,0.585,0,1,2,1,ByBirth,200,7,0
615,0,38.33,4.415,1,1,Energy,White,0.125,0,0,0,0,ByBirth,160,0,0
616,1,29.42,1.25,1,1,Energy,Black,0.25,0,1,2,1,ByBirth,400,108,0
617,1,22.67,0.75,1,1,ConsumerDiscretionary,White,1.585,0,1,1,1,ByBirth,400,9,0
618,1,32.25,14.0,0,0,Healthcare,Latino,0.0,0,1,2,0,ByBirth,160,1,0
619,1,29.58,4.75,1,1,CommunicationServices,White,2.0,0,1,1,1,ByBirth,460,68,0
620,1,18.42,10.415,0,0,ConsumerStaples,White,0.125,1,0,0,0,ByBirth,120,375,0
621,1,22.17,2.25,1,1,ConsumerDiscretionary,White,0.125,0,0,0,0,ByBirth,160,10,0
622,1,22.67,0.165,1,1,Energy,Other,2.25,0,0,0,1,ByOtherMeans,0,0,1
623,0,25.58,0.0,1,1,Energy,White,0.0,0,0,0,0,Temporary,0,0,1
624,1,18.83,0.0,1,1,Materials,White,0.665,0,0,0,0,ByBirth,160,1,0
625,1,21.58,0.79,0,0,InformationTechnology,White,0.665,0,0,0,0,ByBirth,160,0,0
626,1,23.75,12.0,1,1,Energy,White,2.085,0,0,0,0,ByOtherMeans,80,0,0
627,1,22.0,7.835,0,0,ConsumerDiscretionary,Asian,0.165,0,0,0,1,ByBirth,0,0,0
628,1,36.08,2.54,1,1,Healthcare,Latino,0.0,0,0,0,0,ByBirth,0,1000,0
629,1,29.25,13.0,1,1,Real Estate,Black,0.5,0,0,0,0,ByBirth,228,0,0
630,0,19.58,0.665,1,1,Industrials,White,1.665,0,0,0,0,ByBirth,220,5,0
631,0,22.92,1.25,1,1,Materials,White,0.25,0,0,0,1,ByBirth,120,809,0
632,0,27.25,0.29,1,1,CommunicationServices,Black,0.125,0,1,1,1,ByBirth,272,108,0
633,0,38.75,1.5,1,1,Healthcare,Latino,0.0,0,0,0,0,ByBirth,76,0,0
634,1,32.42,2.165,0,0,Financials,Latino,0.0,0,0,0,0,ByBirth,120,0,0
635,0,23.75,0.71,1,1,Industrials,White,0.25,0,1,1,1,ByBirth,240,4,0
636,1,18.17,2.46,1,1,Energy,Other,0.96,0,1,2,1,ByBirth,160,587,0
637,1,40.92,0.5,0,0,CommunicationServices,White,0.5,0,0,0,1,ByBirth,130,0,0
638,1,19.5,9.585,1,1,ConsumerStaples,White,0.79,0,0,0,0,ByBirth,80,350,0
639,1,28.58,3.625,1,1,ConsumerStaples,White,0.25,0,0,0,1,ByBirth,100,0,0
640,1,35.58,0.75,1,1,Financials,White,1.5,0,0,0,1,ByBirth,231,0,0
641,1,34.17,2.75,1,1,ConsumerDiscretionary,Asian,2.5,0,0,0,1,ByBirth,232,200,0
642,1,33.17,2.25,0,0,InformationTechnology,White,3.5,0,0,0,1,ByBirth,200,141,0
643,1,31.58,0.75,0,0,ConsumerStaples,White,3.5,0,0,0,1,ByBirth,320,0,0
644,0,52.5,7.0,1,1,ConsumerStaples,Black,3.0,0,0,0,0,ByBirth,0,0,0
645,1,36.17,0.42,0,0,Industrials,White,0.29,0,0,0,1,ByBirth,309,2,0
646,1,37.33,2.665,1,1,InformationTechnology,White,0.165,0,0,0,1,ByBirth,0,501,0
647,0,20.83,8.5,1,1,Energy,White,0.165,0,0,0,0,ByBirth,0,351,0
648,1,24.08,9.0,1,1,ConsumerStaples,White,0.25,0,0,0,1,ByBirth,0,0,0
649,1,25.58,0.335,1,1,Financials,Black,3.5,0,0,0,1,ByBirth,340,0,0
650,0,35.17,3.75,1,1,Healthcare,Latino,0.0,0,1,6,0,ByBirth,0,200,0
651,1,48.08,3.75,1,1,ConsumerDiscretionary,Asian,1.0,0,0,0,0,ByBirth,100,2,0
652,0,15.83,7.625,1,1,Materials,White,0.125,0,1,1,1,ByBirth,0,160,0
653,0,22.5,0.415,1,1,ConsumerDiscretionary,White,0.335,0,0,0,1,ByOtherMeans,144,0,0
654,1,21.5,11.5,1,1,ConsumerDiscretionary,White,0.5,1,0,0,1,ByBirth,100,68,0
655,0,23.58,0.83,1,1,Materials,White,0.415,0,1,1,1,ByBirth,200,11,0
656,0,21.08,5.0,0,0,Healthcare,Latino,0.0,0,0,0,0,ByBirth,0,0,0
657,1,25.67,3.25,1,1,Energy,Black,2.29,0,1,1,1,ByBirth,416,21,0
658,0,38.92,1.665,1,1,ConsumerStaples,White,0.25,0,0,0,0,ByBirth,0,390,0
659,0,15.75,0.375,1,1,Energy,White,1.0,0,0,0,0,ByBirth,120,18,0
660,0,28.58,3.75,1,1,Energy,White,0.25,0,1,1,1,ByBirth,40,154,0
661,1,22.25,9.0,1,1,ConsumerStaples,White,0.085,0,0,0,0,ByBirth,0,0,0
662,1,29.83,3.5,1,1,Energy,White,0.165,0,0,0,0,ByBirth,216,0,0
663,0,23.5,1.5,1,1,Industrials,White,0.875,0,0,0,1,ByBirth,160,0,0
664,1,32.08,4.0,0,0,InformationTechnology,White,1.5,0,0,0,1,ByBirth,120,0,0
665,1,31.08,1.5,0,0,Industrials,White,0.04,0,0,0,0,ByOtherMeans,160,0,0
666,1,31.83,0.04,0,0,CommunicationServices,White,0.04,0,0,0,0,ByBirth,0,0,0
667,0,21.75,11.75,1,1,Energy,White,0.25,0,0,0,1,ByBirth,180,0,0
668,0,17.92,0.54,1,1,Energy,White,1.75,0,1,1,1,ByBirth,80,5,0
669,1,30.33,0.5,1,1,Real Estate,Black,0.085,0,0,0,1,ByOtherMeans,252,0,0
670,1,51.83,2.04,0,0,Healthcare,Latino,1.5,0,0,0,0,ByBirth,120,1,0
671,1,47.17,5.835,1,1,Industrials,White,5.5,0,0,0,0,ByBirth,465,150,0
672,1,25.83,12.835,1,1,InformationTechnology,White,0.5,0,0,0,0,ByBirth,0,2,0
673,0,50.25,0.835,1,1,ConsumerStaples,White,0.5,0,0,0,1,ByBirth,240,117,0
674,1,29.5,2.0,0,0,Education,Black,2.0,0,0,0,0,ByBirth,256,17,0
675,0,37.33,2.5,1,1,ConsumerDiscretionary,Black,0.21,0,0,0,0,ByBirth,260,246,0
676,0,41.58,1.04,1,1,ConsumerStaples,White,0.665,0,0,0,0,ByBirth,240,237,0
677,0,30.58,10.665,1,1,Materials,Black,0.085,0,1,12,1,ByBirth,129,3,0
678,1,19.42,7.25,1,1,CommunicationServices,White,0.04,0,1,1,0,ByBirth,100,1,0
679,0,17.92,10.21,1,1,Healthcare,Latino,0.0,0,0,0,0,ByBirth,0,50,0
680,0,20.08,1.25,1,1,Energy,White,0.0,0,0,0,0,ByBirth,0,0,0
681,1,19.5,0.29,1,1,Financials,White,0.29,0,0,0,0,ByBirth,280,364,0
682,1,27.83,1.0,0,0,Real Estate,Black,3.0,0,0,0,0,ByBirth,176,537,0
683,1,17.08,3.29,1,1,ConsumerDiscretionary,White,0.335,0,0,0,1,ByBirth,140,2,0
684,1,36.42,0.75,0,0,Real Estate,White,0.585,0,0,0,0,ByBirth,240,3,0
685,1,40.58,3.29,1,1,CommunicationServices,White,3.5,0,0,0,1,ByOtherMeans,400,0,0
686,1,21.08,10.085,0,0,Education,Black,1.25,0,0,0,0,ByBirth,260,0,0
687,0,22.67,0.75,1,1,Energy,White,2.0,0,1,2,1,ByBirth,200,394,0
688,0,25.25,13.5,0,0,Healthcare,Latino,2.0,0,1,1,1,ByBirth,200,1,0
689,1,17.92,0.205,1,1,ConsumerStaples,White,0.04,0,0,0,0,ByBirth,280,750,0
690,1,35.0,3.375,1,1,Energy,Black,8.29,0,0,0,1,ByBirth,0,0,0
